epoch,sur_wl,sur_den,sur_cong,sur_ovl,sur_loss,px_proxy,px_wl,px_den,px_cong,px_ovl_pairs,d_wl,d_den,d_cong,d_proxy
550,0.06180033833,302.5574951,1.146266341,0.1161450893,152.0298309,0.9642432332,0.07876580954,0.5674318075,1.203522991,45,0.01696547121,-301.9900633,0.05725664983,-151.0655877
600,0.06196996942,301.6066284,1.163350463,0.116906397,151.5638733,0.9576125145,0.07897686958,0.5680734515,1.189197903,42,0.01700690016,-301.038555,0.02584743981,-150.6062608
650,0.0620402731,300.9000549,1.156769276,0.1163297072,151.2067871,0.9588397145,0.07909230888,0.5686023831,1.190892442,43,0.01705203578,-300.3314525,0.03412316649,-150.2479474
700,0.06208452582,300.5342407,1.171285391,0.1162145287,151.0310669,0.9593287706,0.07916810364,0.5683172345,1.192004092,45,0.01708357781,-299.9659235,0.02071870074,-150.0717381
750,0.06211824343,300.267334,1.165040851,0.1165115759,150.8948212,0.9691432714,0.07924906909,0.5680577159,1.211730725,41,0.01713082567,-299.6992763,0.04668987478,-149.9256779
800,0.06215425581,300.1398315,1.170788646,0.1170076057,150.8344574,0.9673316479,0.07931938022,0.5675267577,1.208497739,40,0.01716512442,-299.5723048,0.03770909327,-149.8671257
850,0.06216774881,300.1446533,1.163259864,0.1173599809,150.8334808,0.9623229504,0.07933752984,0.5671668053,1.198804005,42,0.01716978103,-299.5774865,0.03554414088,-149.8711579
900,0.06218473613,299.9808044,1.167413712,0.117702581,150.7539978,0.9669439793,0.07938174903,0.5672526956,1.207871803,41,0.0171970129,-299.4135517,0.04045809192,-149.7870538
950,0.06220107153,300.0014648,1.168132186,0.1176737994,150.7646637,0.9637251496,0.07944282889,0.5676373839,1.200927305,40,0.01724175736,-299.4338275,0.032795119,-149.8009385
1000,0.06224818155,299.6692505,1.16313982,0.1168731079,150.5953064,0.9619791508,0.0795339942,0.5676644444,1.19722577,40,0.01728581265,-299.101586,0.03408595019,-149.6333272
1,0.04236702994,1192.825928,1.315089107,0.1521917731,597.2650757,1.038497686,0.06407981366,0.811983943,1.136851687,69,0.02171278372,-1192.013944,-0.1782374198,-596.226578
50,0.04529598355,427.1990967,1.211429,0.1316499114,214.3822174,0.9842587113,0.0696098879,0.6058497429,1.223447883,97,0.02431390435,-426.5932469,0.0120188829,-213.3979587
100,0.04661300778,375.3598328,1.194020987,0.1225935221,188.4461365,0.9761608243,0.07183067501,0.5945580006,1.214102212,84,0.02521766722,-374.7652748,0.02008122528,-187.4699757
150,0.04750121757,348.0903931,1.154458642,0.1163947359,174.7863159,0.9689217806,0.07345619798,0.5821872354,1.208743987,77,0.0259549804,-347.5082058,0.0542853447,-173.8173941
200,0.0481669195,332.4006348,1.166220784,0.119507283,166.9511108,0.9698536992,0.07474566251,0.5792869329,1.210929104,67,0.02657874301,-331.8213478,0.04470832028,-165.9812571
250,0.04860020056,324.0155334,1.12766397,0.1197965071,162.7399902,0.9711754322,0.07547451556,0.5754578114,1.215944015,75,0.02687431499,-323.4400756,0.08828004492,-161.7688148
300,0.04901852086,317.4961548,1.131908894,0.118842192,159.4818726,0.9604207277,0.07620939612,0.576015234,1.192407511,65,0.02719087526,-316.9201396,0.0604986177,-158.5214518
350,0.04944062233,313.5427856,1.139821529,0.1176995337,157.5084534,0.9603818655,0.07685919106,0.577393949,1.189651391,63,0.02741856873,-312.9653917,0.04982986183,-156.5480715
400,0.04984135926,308.8136597,1.151646852,0.1177659854,155.1502533,0.9604762793,0.07751822472,0.5746051669,1.191310859,60,0.02767686546,-308.2390545,0.03966400613,-154.189777
450,0.05009231344,306.4279175,1.156682611,0.1183653995,153.9607544,0.9586592317,0.0779659003,0.574503839,1.18688285,69,0.02787358686,-305.8534136,0.0302002396,-153.0020952
500,0.05020928383,305.0387268,1.147052884,0.1180958748,153.2612152,0.9596027136,0.07820994407,0.5734873414,1.189298295,69,0.02800066024,-304.4652395,0.04224541049,-152.3016125
550,0.05032846332,304.0646362,1.148709297,0.1199131757,152.7769165,0.9570617676,0.07845268399,0.5693441033,1.187874091,69,0.02812422067,-303.4952921,0.03916479337,-151.8198547
600,0.05043960363,303.500061,1.162008762,0.1207921654,152.5022736,0.9617389441,0.07866424322,0.570803225,1.195346206,65,0.02822463959,-302.9292578,0.03333744387,-151.5405346
650,0.05062349886,302.1348877,1.170085907,0.1214589402,151.8245697,0.9595652819,0.07893548906,0.5710691214,1.19019042,47,0.0283119902,-301.5638186,0.0201045129,-150.8650044
700,0.05075345188,301.1652222,1.144052625,0.1212702021,151.3266602,0.9635600448,0.07912677526,0.5719866753,1.196879875,59,0.02837332338,-300.5932355,0.05282725001,-150.3631001
750,0.05082739517,300.7302246,1.149025559,0.1216231287,151.1120758,0.9667052031,0.07925843447,0.5702067018,1.204686831,60,0.0284310393,-300.1600179,0.05566127149,-150.1453706
800,0.05095398054,299.8904419,1.15154314,0.1208581999,150.6928101,0.9621882439,0.07945413142,0.5697478652,1.195720436,61,0.02850015089,-299.320694,0.04417729515,-149.7306218
850,0.05099663883,299.5961304,1.156661391,0.1214217991,150.5487976,0.9625271559,0.07957471907,0.5698248744,1.196080016,63,0.02857808024,-299.0263055,0.03941862518,-149.5862705
900,0.05101395398,299.2501221,1.156434178,0.1208262816,150.3751068,0.9663507938,0.07962317765,0.5697693825,1.203685932,62,0.02860922366,-298.6803527,0.04725175343,-149.408756
950,0.05104116723,299.1762085,1.159512401,0.1210669279,150.3399658,0.9685411453,0.0796822533,0.5696957707,1.208022047,63,0.02864108607,-298.6065127,0.04850964591,-149.3714247
1000,0.05104405433,299.0391235,1.16063273,0.1211867854,150.27211,0.9655396938,0.07968972623,0.5693272948,1.202372698,64,0.0286456719,-298.4697962,0.04173996821,-149.3065703
1,0.064079687,1192.825928,1.316109776,0.1521917731,597.2873535,1.038497686,0.06407981366,0.811983943,1.136851687,69,1.266598701e-07,-1192.013944,-0.1792580897,-596.2488558
50,0.06960660219,427.3380127,1.213020205,0.1316492409,214.4767761,0.9839799404,0.0696066469,0.6057315469,1.22301506,97,4.470348358e-08,-426.7322811,0.009994854111,-213.4927962
100,0.07182916999,375.4996948,1.192266583,0.1226665452,188.5404663,0.9754838943,0.07182914764,0.5945690274,1.21274043,85,-2.235174179e-08,-374.9051258,0.0204738468,-187.5649824
150,0.07345446199,348.4107971,1.159530044,0.1167777032,174.9753876,0.9690549374,0.07345445454,0.5830411315,1.208159805,76,-7.450580597e-09,-347.827756,0.04862976096,-174.0063326
200,0.07479860634,332.6712036,1.161785603,0.1197917759,167.111084,0.9676650763,0.07479877025,0.5802800059,1.205452624,75,1.639127731e-07,-332.0909236,0.04366702163,-166.1434189
250,0.07559677958,323.519043,1.126119733,0.1196818277,162.5178528,0.9610071778,0.07559675723,0.5753214359,1.195499406,76,-2.235174179e-08,-322.9437215,0.06937967347,-161.5568456
300,0.07631234825,316.3146362,1.139555454,0.1197837666,158.9231873,0.9610675573,0.07631226629,0.5779167414,1.191593939,60,-8.195638657e-08,-315.7367195,0.05203848458,-157.9621197
350,0.07698711753,311.4986572,1.149638772,0.1188246682,156.5199432,0.9614260197,0.07698695362,0.5774875879,1.191390563,53,-1.639127731e-07,-310.9211696,0.04175179099,-155.5585172
400,0.07756904513,307.5059204,1.15014255,0.1187226847,154.5243378,0.9597212076,0.07756891847,0.5756183863,1.188686208,53,-1.266598701e-07,-306.930302,0.03854365725,-153.5646166
450,0.077966474,305.2775574,1.141348839,0.1187679917,153.4062042,0.9569152594,0.07796639949,0.5748355985,1.183062063,55,-7.450580597e-08,-304.7027218,0.04171322413,-152.449289
500,0.07823170722,304.2304993,1.142314076,0.1178365126,152.8824768,0.9598571062,0.07823166251,0.5732810497,1.189969953,55,-4.470348358e-08,-303.6572182,0.04765587627,-151.9226197
1,0.064079687,0,1.316109776,0.1521917731,0.8743263483,1.038497686,0.06407981366,0.811983943,1.136851687,69,1.266598701e-07,0.811983943,-0.1792580897,0.1641713381
50,0.06804658473,0,1.175990582,0.02856605686,0.684607923,0.9688486457,0.06804673374,0.5705975294,1.231006311,112,1.490116119e-07,0.5705975294,0.05501572909,0.2842407227
100,0.06863034517,0,1.153920531,0.01752026752,0.6631108522,0.9559090137,0.06863030791,0.5451472998,1.229410039,112,-3.725290298e-08,0.5451472998,0.07548950799,0.2927981615
150,0.06892343611,0,1.144412041,0.01502181217,0.6561512351,0.9519134164,0.06892333925,0.5423477292,1.223632494,110,-9.685754776e-08,0.5423477292,0.07922045308,0.2957621813
200,0.069104895,0,1.128655672,0.01244696509,0.6458796859,0.9533322453,0.06910493225,0.5341861844,1.2342684,119,3.725290298e-08,0.5341861844,0.1056127277,0.3074525595
250,0.0691736415,0,1.129780531,0.01082244422,0.6448863149,0.9461244345,0.06917349994,0.5285823941,1.225319563,99,-1.415610313e-07,0.5285823941,0.0955390317,0.3012381196
300,0.06919950247,0,1.130223989,0.009155089036,0.6434665918,0.9435299635,0.06919948757,0.5225984454,1.226062528,90,-1.490116119e-08,0.5225984454,0.09583853891,0.3000633717
350,0.06925365329,0,1.13072443,0.008302000351,0.6429178715,0.9438329935,0.06925357878,0.519634068,1.229524747,92,-7.450580597e-08,0.519634068,0.09880031702,0.300915122
400,0.06926992536,0,1.129279375,0.008390372619,0.6422999501,0.9395083785,0.06926988065,0.5192340612,1.221242953,106,-4.470348358e-08,0.5192340612,0.09196357755,0.2972084284
450,0.06936073303,0,1.123651385,0.007706457749,0.638892889,0.9386131763,0.06936081499,0.5183284879,1.220176245,108,8.195638657e-08,0.5183284879,0.09652485974,0.2997202873
500,0.06944445521,0,1.110660434,0.00723314099,0.6320078373,0.9370187521,0.06944467872,0.517256856,1.217891307,102,2.235174179e-07,0.517256856,0.1072308728,0.3050109148
550,0.06946748495,0,1.107344508,0.00806008745,0.6311998367,0.9389630556,0.0694674626,0.5178350806,1.221156093,108,-2.235174179e-08,0.5178350806,0.1138115846,0.3077632189
600,0.06952599436,0,1.098702312,0.008385756984,0.6272629499,0.9431442618,0.0695259124,0.5189803839,1.228256318,110,-8.195638657e-08,0.5189803839,0.1295540067,0.3158813119
650,0.06958081573,0,1.096854687,0.007656590547,0.625664711,0.9462723732,0.06958070397,0.5193580389,1.2340253,100,-1.11758709e-07,0.5193580389,0.1371706137,0.3206076622
1,0.064079687,0.8119844794,1.316109776,0.1521917731,1.280318618,1.038497686,0.06407981366,0.811983943,1.136851687,69,1.266598701e-07,-5.36441803e-07,-0.1792580897,-0.2418209314
50,0.06849075854,0.512399137,1.187250018,0.04023281112,0.9585481882,0.929425478,0.06849069148,0.5123986602,1.209470926,135,-6.705522537e-08,-4.768371582e-07,0.02222090764,-0.02912271023
100,0.06909997016,0.502422452,1.163536787,0.02328036912,0.9253599644,0.9275515079,0.06909996271,0.5024221539,1.21448083,117,-7.450580597e-09,-2.980232239e-07,0.0509440429,0.002191543579
150,0.06941374391,0.5010032654,1.165602803,0.0166886989,0.9194054604,0.9228103161,0.06941375881,0.501003027,1.205790008,92,1.490116119e-08,-2.384185791e-07,0.04018720484,0.003404855728
200,0.06955965608,0.5010917783,1.155395985,0.01327551715,0.9110790491,0.9223397374,0.06955963373,0.5010914803,1.204468753,113,-2.235174179e-08,-2.980232239e-07,0.04907276819,0.0112606883
250,0.0696483776,0.5009943843,1.141087294,0.01139278058,0.902082026,0.918471694,0.06964854151,0.5009942055,1.196652117,99,1.639127731e-07,-1.788139343e-07,0.05556482317,0.01638966799
300,0.06980543584,0.5008881688,1.139499545,0.009832877666,0.8998321295,0.9181295037,0.0698056072,0.50088799,1.195759753,97,1.713633537e-07,-1.788139343e-07,0.05626020835,0.01829737425
350,0.06989977509,0.5009099841,1.137305617,0.008734646253,0.8977422118,0.9208781123,0.06989960372,0.5009098053,1.201047163,106,-1.713633537e-07,-1.788139343e-07,0.06374154553,0.0231359005
400,0.0699404031,0.5006629229,1.130475879,0.008198049851,0.8937078118,0.9232580662,0.0699403882,0.500662744,1.205972707,99,-1.490116119e-08,-1.788139343e-07,0.07549682791,0.02955025434
450,0.07006492466,0.5006221533,1.135887861,0.007204739843,0.8955246806,0.9225559831,0.07006490231,0.5006220341,1.204360129,90,-2.235174179e-08,-1.192092896e-07,0.06847226762,0.02703130245
500,0.07007695735,0.5005162358,1.131339192,0.006312443409,0.8923171163,0.9197303653,0.07007692754,0.5005161166,1.198790734,94,-2.980232239e-08,-1.192092896e-07,0.06745154191,0.02741324902
1,0.064079687,0.8119844794,1.316109776,0.1521917731,1.280318618,1.038497686,0.06407981366,0.811983943,1.136851687,69,1.266598701e-07,-5.36441803e-07,-0.1792580897,-0.2418209314
50,0.06849075854,0.512399137,1.187250018,0.04023281112,0.9585481882,0.929425478,0.06849069148,0.5123986602,1.209470926,135,-6.705522537e-08,-4.768371582e-07,0.02222090764,-0.02912271023
100,0.06909997016,0.502422452,1.163536787,0.02328036912,0.9253599644,0.9275515079,0.06909996271,0.5024221539,1.21448083,117,-7.450580597e-09,-2.980232239e-07,0.0509440429,0.002191543579
150,0.06941374391,0.5010032654,1.165602803,0.0166886989,0.9194054604,0.9228103161,0.06941375881,0.501003027,1.205790008,92,1.490116119e-08,-2.384185791e-07,0.04018720484,0.003404855728
200,0.06955965608,0.5010917783,1.155395985,0.01327551715,0.9110790491,0.9223397374,0.06955963373,0.5010914803,1.204468753,113,-2.235174179e-08,-2.980232239e-07,0.04907276819,0.0112606883
250,0.0696483776,0.5009943843,1.141087294,0.01139278058,0.902082026,0.918471694,0.06964854151,0.5009942055,1.196652117,99,1.639127731e-07,-1.788139343e-07,0.05556482317,0.01638966799
300,0.06980543584,0.5008881688,1.139499545,0.009832877666,0.8998321295,0.9181295037,0.0698056072,0.50088799,1.195759753,97,1.713633537e-07,-1.788139343e-07,0.05626020835,0.01829737425
350,0.06989977509,0.5009099841,1.137305617,0.008734646253,0.8977422118,0.9208781123,0.06989960372,0.5009098053,1.201047163,106,-1.713633537e-07,-1.788139343e-07,0.06374154553,0.0231359005
400,0.0699404031,0.5006629229,1.130475879,0.008198049851,0.8937078118,0.9232580662,0.0699403882,0.500662744,1.205972707,99,-1.490116119e-08,-1.788139343e-07,0.07549682791,0.02955025434
450,0.07006492466,0.5006221533,1.135887861,0.007204739843,0.8955246806,0.9225559831,0.07006490231,0.5006220341,1.204360129,90,-2.235174179e-08,-1.192092896e-07,0.06847226762,0.02703130245
500,0.07007695735,0.5005162358,1.131339192,0.006312443409,0.8923171163,0.9197303653,0.07007692754,0.5005161166,1.198790734,94,-2.980232239e-08,-1.192092896e-07,0.06745154191,0.02741324902
550,0.07011792064,0.5009304881,1.117683291,0.006505907979,0.885930717,0.9203981161,0.07011778653,0.5009303093,1.199630381,99,-1.341104507e-07,-1.788139343e-07,0.08194709001,0.03446739912
600,0.0702021867,0.5006603003,1.118600965,0.006566185039,0.8863989711,0.921823442,0.07020220906,0.5006601214,1.202582344,95,2.235174179e-08,-1.788139343e-07,0.08398137938,0.0354244709
650,0.07017530501,0.5006673336,1.11288929,0.006451322697,0.8834049106,0.9217613935,0.07017531991,0.5006671548,1.20250499,101,1.490116119e-08,-1.788139343e-07,0.08961570025,0.03835648298
700,0.07021778822,0.5005788207,1.115641356,0.005942060612,0.8842698932,0.9223206043,0.07021794468,0.5005787611,1.203626631,91,1.564621925e-07,-5.960464478e-08,0.08798527524,0.03805071115
750,0.07030134648,0.5004264116,1.112061381,0.006107797846,0.8826530576,0.9211798906,0.07030149549,0.500426352,1.201330384,95,1.490116119e-07,-5.960464478e-08,0.08926900286,0.03852683306
800,0.07023891807,0.5005853176,1.115491509,0.006081092171,0.8843584061,0.9208030701,0.07023896277,0.5005851388,1.200543026,103,4.470348358e-08,-1.788139343e-07,0.0850515163,0.036444664
850,0.07028703392,0.500877738,1.11392498,0.006722888444,0.8844112754,0.9209911823,0.07028702646,0.5008775592,1.200530723,116,-7.450580597e-09,-1.788139343e-07,0.08660574298,0.03657990694
900,0.07034245133,0.5011773705,1.105148315,0.00679367315,0.8802989721,0.9211378098,0.07034254074,0.5011771917,1.200413318,110,8.940696716e-08,-1.788139343e-07,0.0952650029,0.04083883762
950,0.0703843832,0.5012258887,1.101089835,0.006784651894,0.8783268929,0.9201815128,0.07038445026,0.5012257695,1.198368474,116,6.705522537e-08,-1.192092896e-07,0.09727863869,0.04185461998
1000,0.07036755234,0.5008477569,1.084368348,0.00658333255,0.8695589304,0.9205889702,0.0703676194,0.5008476377,1.199595092,113,6.705522537e-08,-1.192092896e-07,0.1152267439,0.05103003979
1,0.064079687,0.8119844794,1.316109776,0.1521917731,1.280318618,1.038497686,0.06407981366,0.811983943,1.136851687,69,1.266598701e-07,-5.36441803e-07,-0.1792580897,-0.2418209314
1,0.064079687,0.8119844794,1.316109776,0.1521917731,1.280318618,1.038497686,0.06407981366,0.811983943,1.136851687,69,1.266598701e-07,-5.36441803e-07,-0.1792580897,-0.2418209314
50,0.06849075854,0.512399137,1.187250018,0.04023281112,0.9585481882,0.929425478,0.06849069148,0.5123986602,1.209470926,135,-6.705522537e-08,-4.768371582e-07,0.02222090764,-0.02912271023
100,0.06909997016,0.502422452,1.163536787,0.02328036912,0.9253599644,0.9275515079,0.06909996271,0.5024221539,1.21448083,117,-7.450580597e-09,-2.980232239e-07,0.0509440429,0.002191543579
1,0.06036949158,0.8119844794,1.315089107,0.1521917731,1.276098013,1.038497686,0.06407981366,0.811983943,1.136851687,69,0.003710322082,-5.36441803e-07,-0.1782374198,-0.2376003265
50,0.06432444602,0.5097406507,1.138014913,0.0372161828,0.9254183769,0.9291011095,0.06902370602,0.5097403526,1.210414476,104,0.004699259996,-2.980232239e-07,0.07239956374,0.003682732582
100,0.06517934054,0.5014985204,1.096305609,0.01885669306,0.882938087,0.926522851,0.06991415471,0.501498282,1.211719152,80,0.004734814167,-2.384185791e-07,0.1154135435,0.043584764
150,0.06550530344,0.5011840463,1.073055029,0.01269583032,0.8653206825,0.920640111,0.07026202232,0.5011838078,1.199572403,78,0.004756718874,-2.384185791e-07,0.1265173738,0.05531942844
200,0.06579629332,0.5013782978,1.05289197,0.009574690834,0.8525061011,0.9200177193,0.07056456804,0.501378119,1.197528195,97,0.004768274724,-1.788139343e-07,0.1446362256,0.06751161814
250,0.06595549732,0.501115799,1.03394413,0.007741589565,0.8412270546,0.9166625738,0.07071458548,0.5011156797,1.190780232,85,0.004759088159,-1.192092896e-07,0.156836102,0.07543551922
300,0.0660642907,0.5007801056,1.035041451,0.006822784897,0.8407978415,0.9116473198,0.07082555443,0.5007799864,1.180863514,85,0.004761263728,-1.192092896e-07,0.1458220624,0.07084947824
350,0.06622903794,0.5007345676,1.00621295,0.006382457446,0.8260852695,0.9084689617,0.07099205256,0.5007343888,1.174219357,89,0.004763014615,-1.788139343e-07,0.1680064068,0.08238369226
400,0.06638842076,0.5002375841,1.006269217,0.006076788995,0.8257186413,0.9054116011,0.07115441561,0.5002373457,1.168277023,91,0.004765994847,-2.384185791e-07,0.1620078068,0.07969295979
450,0.06649770588,0.5005318522,1.00374651,0.005907521117,0.8245444298,0.9129824638,0.07125792652,0.5005316734,1.182917409,87,0.004760220647,-1.788139343e-07,0.1791708992,0.08843803406
500,0.06660687923,0.500862956,1.010706186,0.005702541675,0.8280940056,0.9150441289,0.07136643678,0.5008628368,1.186492541,72,0.004759557545,-1.192092896e-07,0.1757863549,0.08695012331
550,0.0667116642,0.5007187724,0.9889362454,0.006020291708,0.8175594807,0.9154385328,0.07148849219,0.5007185936,1.187181461,81,0.004776827991,-1.788139343e-07,0.1982452158,0.09787905216
1,0.06890075654,0.5248616338,0.9910031557,0.0145669328,0.8414000869,0.9000131488,0.07403443009,0.5248613954,1.127096034,79,0.005133673549,-2.384185791e-07,0.1360928781,0.0586130619
50,0.06902272254,0.5003584027,0.9477598071,0.0066412366,0.7997230291,0.8858359456,0.0741821602,0.5003583431,1.122949184,88,0.005159437656,-5.960464478e-08,0.1751893766,0.08611291647
100,0.06919834763,0.4989069402,0.9170110226,0.005327566992,0.782484889,0.884504199,0.07437940687,0.4989067614,1.121342751,80,0.005181059241,-1.788139343e-07,0.2043317283,0.10201931
150,0.06951322407,0.4939734936,0.8844699264,0.005455499515,0.7641904354,0.8813324571,0.07471022755,0.4939734042,1.119271009,82,0.005197003484,-8.940696716e-08,0.234801083,0.1171420217
200,0.06984008104,0.491776675,0.8423959613,0.00476231752,0.7416887283,0.8845219612,0.07508229464,0.4917765558,1.127102885,83,0.005242213607,-1.192092896e-07,0.2847069236,0.1428332329
250,0.07007750124,0.4888688922,0.8317136765,0.004231645726,0.7346004248,0.8879977465,0.07532665879,0.4888688028,1.136473376,76,0.005249157548,-8.940696716e-08,0.3047596991,0.1533973217
300,0.0702310279,0.4843976498,0.8158624172,0.004313299898,0.7246743441,0.8801722527,0.07548110932,0.4843974411,1.124984912,65,0.00525008142,-2.086162567e-07,0.3091224944,0.1554979086
350,0.07041590661,0.482863605,0.8030859232,0.003621544922,0.7170122266,0.8793656826,0.0757098943,0.4828633368,1.124448303,67,0.005293987691,-2.682209015e-07,0.32136238,0.162353456
400,0.07056801766,0.4812849462,0.7944539189,0.003524682717,0.7119621038,0.8772686124,0.07588325441,0.481284678,1.121486039,64,0.005315236747,-2.682209015e-07,0.32703212,0.1653065085
450,0.07075797766,0.4806278944,0.7918019891,0.00300445524,0.7099773884,0.8769482374,0.07608718425,0.4806276858,1.121094489,59,0.005329206586,-2.086162567e-07,0.3292924999,0.166970849
500,0.07084041834,0.4794939458,0.786678493,0.002825975185,0.7067526579,0.8757593036,0.07618715614,0.4794936776,1.119650594,61,0.005346737802,-2.682209015e-07,0.3329721005,0.1690066457
550,0.07090037316,0.4783768952,0.7827878594,0.002599915257,0.7040826678,0.8761966228,0.0762514174,0.4783765078,1.121513936,46,0.005351044238,-3.87430191e-07,0.3387260768,0.172113955
600,0.07090256363,0.47724244,0.7880023718,0.002498424379,0.7060233951,0.8752812147,0.07626988739,0.477242142,1.120780416,64,0.005367323756,-2.980232239e-07,0.3327780437,0.1692578197
650,0.07097310573,0.4762019515,0.7890401483,0.002403901191,0.7059980631,0.8744143248,0.07636936009,0.4762019217,1.119887911,68,0.005396254361,-2.980232239e-08,0.3308477625,0.1684162617
700,0.07098248601,0.4753453732,0.7891680598,0.002372237621,0.7056114674,0.8747019768,0.07638908178,0.4753451943,1.121280665,62,0.005406595767,-1.788139343e-07,0.3321126047,0.1690905094
750,0.07104216516,0.4744069874,0.7882045507,0.002196667716,0.7045446038,0.8732302189,0.07645016909,0.4744066596,1.11915347,65,0.005408003926,-3.278255463e-07,0.3309489193,0.1686856151
800,0.07107323408,0.4737562239,0.7873412371,0.002144338563,0.7037662864,0.8719911575,0.07648526877,0.4737560451,1.117255846,66,0.00541203469,-1.788139343e-07,0.3299146088,0.1682248712
850,0.07109342515,0.4738955796,0.7915203571,0.002151318127,0.705952704,0.8722468615,0.07652220875,0.4738954008,1.117553872,75,0.005428783596,-1.788139343e-07,0.3260335146,0.1662941575
900,0.07116408646,0.4732295871,0.7849733233,0.002131692134,0.7023972273,0.8703279495,0.07660510391,0.4732294083,1.114216274,71,0.005441017449,-1.788139343e-07,0.3292429502,0.1679307222
950,0.07113961875,0.4730257988,0.7854539752,0.002169934334,0.7025493979,0.8693304658,0.07656441629,0.4730255604,1.112506526,73,0.005424797535,-2.384185791e-07,0.3270525508,0.1667810678
1,0.06036949158,0.8119844794,1.315089107,0.1521917731,1.276098013,1.038497686,0.06407981366,0.811983943,1.136851687,69,0.003710322082,-5.36441803e-07,-0.1782374198,-0.2376003265
50,0.06432444602,0.5097406507,1.138014913,0.0372161828,0.9254183769,0.9291011095,0.06902370602,0.5097403526,1.210414476,104,0.004699259996,-2.980232239e-07,0.07239956374,0.003682732582
100,0.06517934054,0.5014985204,1.096305609,0.01885669306,0.882938087,0.926522851,0.06991415471,0.501498282,1.211719152,80,0.004734814167,-2.384185791e-07,0.1154135435,0.043584764
150,0.06550530344,0.5011840463,1.073055029,0.01269583032,0.8653206825,0.920640111,0.07026202232,0.5011838078,1.199572403,78,0.004756718874,-2.384185791e-07,0.1265173738,0.05531942844
200,0.06579629332,0.5013782978,1.05289197,0.009574690834,0.8525061011,0.9200177193,0.07056456804,0.501378119,1.197528195,97,0.004768274724,-1.788139343e-07,0.1446362256,0.06751161814
250,0.06595549732,0.501115799,1.03394413,0.007741589565,0.8412270546,0.9166625738,0.07071458548,0.5011156797,1.190780232,85,0.004759088159,-1.192092896e-07,0.156836102,0.07543551922
300,0.0660642907,0.5007801056,1.035041451,0.006822784897,0.8407978415,0.9116473198,0.07082555443,0.5007799864,1.180863514,85,0.004761263728,-1.192092896e-07,0.1458220624,0.07084947824
350,0.06622903794,0.5007345676,1.00621295,0.006382457446,0.8260852695,0.9084689617,0.07099205256,0.5007343888,1.174219357,89,0.004763014615,-1.788139343e-07,0.1680064068,0.08238369226
400,0.06638842076,0.5002375841,1.006269217,0.006076788995,0.8257186413,0.9054116011,0.07115441561,0.5002373457,1.168277023,91,0.004765994847,-2.384185791e-07,0.1620078068,0.07969295979
450,0.06649770588,0.5005318522,1.00374651,0.005907521117,0.8245444298,0.9129824638,0.07125792652,0.5005316734,1.182917409,87,0.004760220647,-1.788139343e-07,0.1791708992,0.08843803406
500,0.06660687923,0.500862956,1.010706186,0.005702541675,0.8280940056,0.9150441289,0.07136643678,0.5008628368,1.186492541,72,0.004759557545,-1.192092896e-07,0.1757863549,0.08695012331
550,0.0667116642,0.5007187724,0.9889362454,0.006020291708,0.8175594807,0.9154385328,0.07148849219,0.5007185936,1.187181461,81,0.004776827991,-1.788139343e-07,0.1982452158,0.09787905216
